Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Education,Skills,Perks
2025-09-21 14:38:49,Customer Service/Customer Support,Trading Fox Private Limited,Jaipur,Immediately,"₹ 10,000 - 12,000 /month",6 Months,Not Available,Nothing,Not Specified,"Effective Communication, Interpersonal skills, Problem Solving",Not Available
2025-09-21 14:38:51,Business Development (Sales),Trading Fox Private Limited,Jaipur,Immediately,"₹ 10,000 - 12,000 /month",6 Months,Not Available,Nothing,Not Specified,"Effective Communication, Interpersonal skills, Problem Solving",Certificate
2025-09-21 14:38:53,Technical Support Executive,Orufy Technologies Private Limited,Jaipur,Immediately,"₹ 8,000 - 15,000 /month",6 Months,15 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), HTML, Technical Support","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-21 14:38:55,Business Development (Sales),Mr n Mrs Pet,Jaipur,Immediately,"₹ 15,000 /month",6 Months,9 Oct' 25,Nothing,Not Specified,"Client Interaction, Client Relationship, Customer Support, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Leadership",Certificate
2025-09-21 14:38:56,Sales,Mr n Mrs Pet,Jaipur,Immediately,"₹ 15,000 /month",6 Months,9 Oct' 25,Nothing,Not Specified,"Client Interaction, Client Relationship, Customer Support, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Leadership",Certificate
2025-09-21 14:38:58,Client Servicing,Mercury Design,Jaipur,Immediately,"₹ 10,000 - 12,000 /month",6 Months,10 Oct' 25,Nothing,"1. Graduates/Postgraduates (only marketing, BBA, MBA, advertising, mass communications) with related experience in advertising, marketing or branding",English Proficiency (Spoken),Certificate
2025-09-21 14:39:00,Content Writing,Mr n Mrs Pet,Jaipur,Immediately,"₹ 15,000 /month",6 Months,9 Oct' 25,Nothing,"2. Education: Pursuing or completing a degree in English, journalism, marketing, or a related field.","Blogging, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",Certificate
2025-09-21 14:39:02,Customer Service/Customer Support,Mr n Mrs Pet,Jaipur,Immediately,"₹ 15,000 /month",6 Months,9 Oct' 25,Nothing,2. Education: Any graduate degree; good communication skills are more important than fancy papers,"Client Interaction, Client Relationship, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills","Certificate, Mentorship"
2025-09-21 14:39:04,Pet Nutritionist Intern,Mr n Mrs Pet,Jaipur,Immediately,"₹ 15,000 /month",6 Months,9 Oct' 25,Nothing,"1. Background in veterinary science, animal nutrition, or related field (students and freshers welcome)","Client Interaction, Client Relationship, Customer Support, Dietetics/Nutrition, English Proficiency (Spoken), English Proficiency (Written), Food Safety","Certificate, Mentorship"
2025-09-21 14:39:06,Post Sales Internship,Mr n Mrs Pet,Jaipur,Immediately,"₹ 15,000 /month",6 Months,9 Oct' 25,Nothing,Not Specified,"Client Interaction, Client Relationship, Customer Support, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Sales Support",Certificate
2025-09-21 14:39:08,Academic Content Writing,Requin Solutions Private Limited,Jaipur,Immediately,"₹ 10,000 /month",6 Months,12 Oct' 25,Nothing,Not Specified,"English Proficiency (Written), MS-Excel, MS-Word, Research and Analytics, Time Management","Certificate, Letter Of Recommendation"
2025-09-21 14:39:09,Inside Sales,Shreshtha Consultants,Jaipur,Immediately,"₹ 13,500 - 24,000 /month",6 Months,Not Available,Nothing,"1. Education: Pursuing or recently completed bachelor’s in business, marketing, or related field","Cold Calling, Effective Communication, Email Marketing, Lead Generation, MS-Excel, Time Management","Certificate, Letter Of Recommendation"
2025-09-21 14:39:11,Sales & Outreach – Ghumo Jaipur Promotions,Eniacworld Media Private Limited,Jaipur,Immediately,"₹ 10,000 - 13,000 /month",3 Months,9 Oct' 25,Nothing,Not Specified,"Client Relationship Management (CRM), Cold Calling, Effective Communication, Google Sheets, Marketing, Negotiation, Sales, Sales Management","Certificate, Flexible, Letter Of Recommendation"
2025-09-21 14:39:14,Fashion Styling,Stareye Media & Entertainment Private Limited,Amritsar,Immediately,"₹ 3,000 - 11,000 /month",3 Months,6 Oct' 25,Nothing,"4. are from Amritsar, Dehradun, Kurukshetra, Meerut, Sonipat, Greater Noida, Noida, Panipat, Mumbai, Mohali, Jaipur, Surat, Narela only",Fashion Styling,"Certificate, Letter Of Recommendation"
2025-09-21 14:39:15,Video Editing/Making,EMIAC,Jaipur,Immediately,"₹ 5,000 - 6,000 /month",6 Months,Not Available,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Final Cut Pro, Video Editing, Video Making","Certificate, Letter Of Recommendation"
2025-09-21 14:39:17,Design,Microtex Processors Private Limited,Delhi,Immediately,"₹ 7,000 - 25,000 /month",2 Months,13 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Fashion Designing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
