Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Education,Skills,Perks
2025-09-27 23:14:37,Graphic Design,Murugesh Chandran,Chennai,Immediately,"₹ 10,000 /month",6 Months,24 Oct' 25,Nothing,Not Specified,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Canva, Video Editing",Not Available
2025-09-27 23:14:38,Accounting & Bookkeeping,Regami Solutions,Chennai,Immediately,"₹ 5,000 - 8,000 /month",6 Months,24 Oct' 25,Nothing,"1. Pursuing/completed degree in commerce, finance, or accounting (B.Com/M.Com/CA Inter or related field)","Accounting, GST, Journal Entries, MS-Office",Certificate
2025-09-27 23:14:40,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025-09-27 23:14:40,Human Resources (HR),Protium,Chennai,Immediately,"₹ 20,000 - 30,000 /month",6 Months,24 Oct' 25,Nothing,Not Specified,MS-Office,"Certificate, Letter Of Recommendation"
2025-09-27 23:14:42,Social Media Marketing,Kreshya Private Limited,Chennai,Immediately,"₹ 14,000 - 19,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Search Engine Optimization (SEO), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-27 23:14:44,FinTech & Data Analytics,Nebulytix Technologies,Chennai,Immediately,"₹ 10,000 - 15,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,".NET, Artificial intelligence, Digital Advertising, Java, Python, Web development","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-27 23:14:46,Human Resources (HR),RAMSOL Private Limited,Chennai,Immediately,"₹ 6,000 - 13,000 /month",3 Months,23 Oct' 25,Nothing,Not Specified,"Effective Communication, English Proficiency (Spoken), Recruitment",Certificate
2025-09-27 23:14:48,Event Producer,Social Age,Chennai,Immediately,"₹ 2,000 - 35,000 /month",6 Months,23 Oct' 25,Nothing,"1. Education: Currently pursuing or recently completed Bachelor’s/Master’s (Hospitality, Event Management, Marketing, Media, or related fields).","Event Management, Interpersonal skills, Marketing","Certificate, Flexible, Letter Of Recommendation, Mentorship"
2025-09-27 23:14:50,Civil Engineering,Urbanroof,Chennai,Immediately,"₹ 16,000 - 22,000 /month",3 Months,23 Oct' 25,Nothing,Not Specified,"Effective Communication, Tamil Proficiency (Spoken), Tamil Proficiency (Written)","Certificate, Letter Of Recommendation"
2025-09-27 23:14:51,Digital Marketing,CoinFantasy,Chennai,Immediately,"₹ 10,000 /month",3 Months,23 Oct' 25,Nothing,1. Candidates who have completed a BBA or are pursuing a final year MBA and are interested in working in a digital marketing team.,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO)",Certificate
2025-09-27 23:14:54,Research & Insights,Caarya,Chennai,Immediately,"₹ 7,000 - 15,000 /month",2 Months,22 Oct' 25,Nothing,Not Specified,"Attention to Detail, Email Management, Google Sheets, Lead Generation, MS-Excel, Research and Analytics, Sales Strategy","Certificate, Flexible, Letter Of Recommendation"
2025-09-27 23:14:56,Customer Service/Customer Support,DHOBI G,Chennai,Immediately,"₹ 11,000 - 17,000 /month",3 Months,22 Oct' 25,Nothing,Not Specified,"Client Interaction, Customer Support, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Excel, MS-Office","Certificate, Letter Of Recommendation"
2025-09-27 23:14:59,sales,Smart Mobile Finance,Chennai,Immediately,"₹ 8,000 - 15,000 /month",6 Months,22 Oct' 25,Nothing,Not Specified,"Business Development, Client Relationship Management (CRM), Cold Calling, Email Marketing, Field Work, Sales","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-27 23:15:01,Experience Partner (Sales),Cars24 Services Private Limited,Chennai,Immediately,"₹ 10,000 - 20,000 /month",3 Months,22 Oct' 25,Nothing,2. Students or recent graduates looking to gain practical exposure in the sales industry. Comfortable working weekends (Saturday & Sunday).,"Client Interaction, Effective Communication, Presentation skills, Problem Solving, Sales","Certificate, Letter Of Recommendation"
2025-09-27 23:15:02,Experience Partners (Sales),Cars24 Services Private Limited,Chennai,Immediately,"₹ 10,000 - 20,000 /month",3 Months,22 Oct' 25,Nothing,2. Students or recent graduates looking to gain practical exposure in the sales industry. Comfortable working weekends (Saturday & Sunday).,"Client Interaction, Effective Communication, Presentation skills, Problem Solving, Sales","Certificate, Letter Of Recommendation"
2025-09-27 23:15:04,Frontend Developer,Primetrade.ai,Chennai,Immediately,"₹ 20,000 /month",6 Months,22 Oct' 25,Nothing,Not Specified,"Backend development, Frontend development, Python",Certificate
2025-09-27 23:15:06,Architecture,Integrative Design Solutions Private Limited,Chennai,Immediately,"₹ 10,000 - 15,000 /month",6 Months,22 Oct' 25,Nothing,"1. Students or recent graduates in architecture, environmental engineering, urban","Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, Data Analysis, Google SketchUp, MS-Office",Certificate
2025-09-27 23:15:07,Founders Office,Just Studio Technology,Chennai,Immediately,"₹ 3,000 - 10,000 /month",6 Months,22 Oct' 25,Nothing,1. Currently pursuing or recently graduated (business/management/commerce/engineering preferred).,"B2B Sales, Business Development, Entrepreneurship, Marketing, Sales, Social Media Marketing","Certificate, Mentorship"
2025-09-27 23:15:09,Inside Sales,EDU SHIKSHAVERTEX PRIVATE LIMITED,Chennai,Immediately,"₹ 25,000 - 32,000 /month",3 Months,20 Oct' 25,Nothing,Not Specified,Effective Communication,"Certificate, Letter Of Recommendation, Mentorship"
2025-09-27 23:15:11,Sales and Marketing,EDU SHIKSHAVERTEX PRIVATE LIMITED,Anantapur,Immediately,"₹ 25,000 - 29,000 /month",3 Months,20 Oct' 25,Nothing,Not Specified,Effective Communication,"Certificate, Letter Of Recommendation, Mentorship"
2025-09-27 23:15:12,Backend Development,Meteoros Automation,Chennai,Immediately,"₹ 4,000 - 4,200 /month",6 Months,19 Oct' 25,Nothing,Not Specified,"Docker, Java, Linux, REST API, Spring Boot, SQL","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-27 23:15:14,Customer Service/Customer Support,Nura Electric Mobility Private Limited,Chennai,Immediately,"₹ 6,000 - 8,000 /month",3 Months,19 Oct' 25,Nothing,1. Any degree is welcome to apply,"English Proficiency (Spoken), MS-Excel, MS-Office, Tamil Proficiency (Spoken)","Certificate, 5 Days A Week"
2025-09-27 23:15:16,Business Development (Sales),EDU SHIKSHAVERTEX PRIVATE LIMITED,Chennai,Immediately,"₹ 27,000 - 32,000 /month",3 Months,19 Oct' 25,Nothing,Not Specified,Effective Communication,"Certificate, Letter Of Recommendation, Mentorship"
2025-09-27 23:15:17,Business Development (Sales),Thryve Z,Chennai,Immediately,"₹ 17,000 - 35,000 /month",2 Months,25 Oct' 25,Nothing,"4. Recruit, train, and manage campus ambassadors across colleges.","English Proficiency (Spoken), Leadership, Marketing, Sales, Sales Strategy","Certificate, Flexible, Letter Of Recommendation"
2025-09-27 23:15:19,AWS Trainer,Mission,Chennai,Immediately,"₹ 20,000 - 25,000 /month",3 Months,18 Oct' 25,Nothing,1.  Teach AWS to the students.,Amazon Web Services (AWS),Mentorship
2025-09-27 23:15:20,AI Video Processing,LMES Academy,Chennai,Immediately,"₹ 4,000 - 5,000 /month",1 Month,18 Oct' 25,Nothing,Not Specified,"Elevenlabs (GenAI), Generative AI Tools, HeyGen (GenAI)","Certificate, Flexible"
2025-09-27 23:15:22,Company Secretary (CS),KSM Associates,Chennai,Immediately,"₹ 8,000 - 9,000 /month",24 Months,18 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation"
2025-09-27 23:15:24,Marketing,Trend India Business Centre Private Limited,Chennai,Immediately,"₹ 10,000 - 14,000 /month",3 Months,18 Oct' 25,Nothing,"1. Master degree in Marketing, Business, or a related field.","Field Work, Market Analysis, Marketing Campaigns, Market research","Certificate, Flexible, Letter Of Recommendation"
2025-09-27 23:15:26,Video Editing/Making,Redle Care,Chennai,Immediately,"₹ 7,000 - 13,000 /month",2 Months,18 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Video Editing, Video Making","Certificate, Flexible"
2025-09-27 23:15:27,Human Resources (HR),Zuppa Geo Navigation Technologies Private Limited,Chennai,Immediately,"₹ 2,000 /month",1 Month,18 Oct' 25,Nothing,Not Specified,Human Resources,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-27 23:15:29,sales,BlueStone Jewellery And Lifestyle Private Limited,Chennai,Immediately,"₹ 10,000 /month",1 Month,17 Oct' 25,Nothing,1. Candidates should hold a degree.,"Client Interaction, Client Relationship, Effective Communication, Interpersonal skills","Certificate, 5 Days A Week"
2025-09-27 23:15:31,3D Developer,Maersk Training,Chennai,Immediately,"₹ 12,000 - 15,000 /month",6 Months,17 Oct' 25,Nothing,Not Specified,"Blender 3D, Unity Engine, Unreal Engine","Certificate, 5 Days A Week"
2025-09-27 23:15:32,Media Handling,Viriksham Wellness Private Limited,Chennai,Immediately,"₹ 5,000 - 10,000 /month",3 Months,17 Oct' 25,Nothing,Not Specified,"Content Editing, Content Writing, Photography, Search Engine Optimization (SEO), Videography",Not Available
